province,type,tanggal,klasifikasi,all_available_room,room_total,not_available_room,TPK,bulan,hari,jenis tanggal,klasifikasi2
Bali,Hotel,6/4/2021,Rated,30955,51998,21043,67.97932482636084,6,4,awal,1
Bali,Hotel,6/4/2021,Not Rated,630,710,80,12.698412698412698,6,4,awal,0
Bali,Hotel,6/5/2021,Rated,32388,53346,20958,64.70915153760653,6,5,awal,1
Bali,Hotel,6/5/2021,Not Rated,600,676,76,12.666666666666668,6,5,awal,0
Bali,Hotel,6/6/2021,Rated,33426,54815,21389,63.98911027343984,6,6,awal,1
Bali,Hotel,6/6/2021,Not Rated,622,713,91,14.630225080385854,6,6,awal,0
Bali,Hotel,6/7/2021,Rated,33887,54294,20407,60.220733614660496,6,7,awal,1
Bali,Hotel,6/7/2021,Not Rated,625,715,90,14.399999999999999,6,7,awal,0
Bali,Hotel,6/8/2021,Rated,34656,55577,20921,60.36761311172668,6,8,awal,1
Bali,Hotel,6/8/2021,Not Rated,637,726,89,13.971742543171114,6,8,awal,0
Bali,Hotel,6/9/2021,Rated,33183,54096,20913,63.02323478889793,6,9,awal,1
Bali,Hotel,6/9/2021,Not Rated,631,722,91,14.421553090332806,6,9,awal,0
Bali,Hotel,6/10/2021,Rated,33162,54245,21083,63.575779506664254,6,10,awal,1
Bali,Hotel,6/10/2021,Not Rated,623,715,92,14.767255216693421,6,10,awal,0
Bali,Hotel,6/11/2021,Rated,33469,53711,20242,60.479847022617946,6,11,awal,1
Bali,Hotel,6/11/2021,Not Rated,615,706,91,14.796747967479677,6,11,awal,0
Bali,Hotel,6/12/2021,Rated,32869,53984,21115,64.23986126745565,6,12,awal,1
Bali,Hotel,6/12/2021,Not Rated,608,707,99,16.282894736842106,6,12,awal,0
Bali,Hotel,6/13/2021,Rated,31843,53742,21899,68.77178657789781,6,13,awal,1
Bali,Hotel,6/13/2021,Not Rated,576,672,96,16.666666666666664,6,13,awal,0
Bali,Hotel,6/14/2021,Rated,31354,53047,21693,69.18734451744594,6,14,awal,1
Bali,Hotel,6/14/2021,Not Rated,575,666,91,15.82608695652174,6,14,awal,0
Bali,Hotel,6/15/2021,Rated,33156,54587,21431,64.63686813849681,6,15,awal,1
Bali,Hotel,6/15/2021,Not Rated,569,662,93,16.34446397188049,6,15,awal,0
Bali,Hotel,6/16/2021,Rated,32614,54260,21646,66.37027043600906,6,16,akhir,1
Bali,Hotel,6/16/2021,Not Rated,574,668,94,16.376306620209057,6,16,akhir,0
Bali,Hotel,6/17/2021,Rated,29926,50964,21038,70.30007351466952,6,17,akhir,1
Bali,Hotel,6/17/2021,Not Rated,513,617,104,20.2729044834308,6,17,akhir,0
Bali,Hotel,6/18/2021,Rated,32114,53638,21524,67.02372796911004,6,18,akhir,1
Bali,Hotel,6/18/2021,Not Rated,541,670,129,23.844731977818853,6,18,akhir,0
Bali,Hotel,6/19/2021,Rated,32628,54003,21375,65.51121735932328,6,19,akhir,1
Bali,Hotel,6/19/2021,Not Rated,552,673,121,21.920289855072465,6,19,akhir,0
Bali,Hotel,6/20/2021,Rated,32284,53411,21127,65.44108536736464,6,20,akhir,1
Bali,Hotel,6/20/2021,Not Rated,555,673,118,21.26126126126126,6,20,akhir,0
Bali,Hotel,6/21/2021,Rated,33884,54473,20589,60.763192067052294,6,21,akhir,1
Bali,Hotel,6/21/2021,Not Rated,560,676,116,20.714285714285715,6,21,akhir,0
Bali,Hotel,6/22/2021,Rated,31899,53380,21481,67.34066898648861,6,22,akhir,1
Bali,Hotel,6/22/2021,Not Rated,610,689,79,12.950819672131148,6,22,akhir,0
Bali,Hotel,6/23/2021,Rated,32314,53748,21434,66.33038311567742,6,23,akhir,1
Bali,Hotel,6/23/2021,Not Rated,583,676,93,15.951972555746142,6,23,akhir,0
Bali,Hotel,6/24/2021,Rated,32369,53377,21008,64.9016033859557,6,24,akhir,1
Bali,Hotel,6/24/2021,Not Rated,597,689,92,15.41038525963149,6,24,akhir,0
Bali,Hotel,6/25/2021,Rated,32895,54213,21318,64.8062015503876,6,25,akhir,1
Bali,Hotel,6/25/2021,Not Rated,584,681,97,16.60958904109589,6,25,akhir,0
Bali,Hotel,6/26/2021,Rated,33519,53589,20070,59.87648796205137,6,26,akhir,1
Bali,Hotel,6/26/2021,Not Rated,604,690,86,14.23841059602649,6,26,akhir,0
Bali,Hotel,6/27/2021,Rated,33785,54806,21021,62.21992008287701,6,27,akhir,1
Bali,Hotel,6/27/2021,Not Rated,577,667,90,15.597920277296359,6,27,akhir,0
Bali,Hotel,6/28/2021,Rated,32432,53344,20912,64.47952639368525,6,28,akhir,1
Bali,Hotel,6/28/2021,Not Rated,562,654,92,16.370106761565836,6,28,akhir,0
Bali,Hotel,6/29/2021,Rated,33613,54671,21058,62.6483800910362,6,29,akhir,1
Bali,Hotel,6/29/2021,Not Rated,593,683,90,15.177065767284992,6,29,akhir,0
Bali,Hotel,6/30/2021,Rated,32611,53825,21214,65.05166968200913,6,30,akhir,1
Bali,Hotel,6/30/2021,Not Rated,579,680,101,17.443868739205527,6,30,akhir,0
